Id,SalePrice
1695,126831.27
1696,135537.55
1697,127159.055
1698,143563.53
1699,140739.67
1700,136854.06
1701,134204.95
1702,148574.62
1703,139855.17
1704,144166.42
1705,131716.36
1706,142646.98
1707,132621.75
1708,135735.55
1709,149677.56
1710,138339.17
1711,142338.11
1712,132083.88
1713,139361.17
1714,134357.9
1715,135715.77
1716,133785.7
1717,130303.14
1718,88288.04
1719,131193.31
1720,143821.45
1721,133404.3
1722,88243.73
1723,133180.2
1724,141285.2
1725,132853.06
1726,131586.25
1727,130937.86
1728,130695.49
1729,127434.94
1730,132726.77
1731,124414.27
1732,134952.56
1733,124258.82
1734,119699.5
1735,120570.56
1736,119667.695
1737,141313.52
1738,130679.555
1739,137494.17
1740,132122.28
1741,135040.12
1742,128184.01
1743,130456.74
1744,134209.02
1745,131918.48
1746,130630.98
1747,138173.95
1748,130569.35
1749,129437.664
1750,123010.55
1751,129865.54
1752,121653.81
1753,126522.555
1754,129920.67
1755,127467.914
1756,124354.82
1757,121011.73
1758,136055.27
1759,129134.43
1760,133575.42
1761,130280.98
1762,128751.18
1763,124395.48
1764,121826.914
1765,130530.75
1766,130111.14
1767,131441.55
1768,120970.77
1769,124591.74
1770,121959.4
1771,121011.54
1772,122535.96
1773,121019.93
1774,127764.74
1775,120519.29
1776,126418.49
1777,118463.625
1778,119507.69
1779,131299.67
1780,125357.02
1781,118777.59
1782,122517.12
1783,135625.53
1784,119656.695
1785,118870.94
1786,126850.39
1787,132388.28
1788,85870.04
1789,129012.74
1790,120329.32
1791,143358.97
1792,123863.1
1793,127604.54
1794,128055.62
1795,121664.4
1796,124121.21
1797,141635.77
1798,120553.36
1799,118530.6
1800,120796.89
1801,123890.15
1802,131106.7
1803,128097.13
1804,131652.94
1805,120352.74
1806,116764.7
1807,119844.31
1808,126519.91
1809,86310.31
1810,123437.03
1811,84750.664
1812,84490.984
1813,120709.63
1814,118318.88
1815,119172.04
1816,119011.78
1817,134023.3
1818,121183.24
1819,119860.35
1820,83311.33
1821,116139.71
1822,131814.14
1823,84264.4
1824,116010.02
1825,121815.055
1826,120226.88
1827,118744.72
1828,118308.91
1829,150356.72
1830,128317.555
1831,117770.086
1832,84789.41
1833,119987.74
1834,121382.63
1835,85523.11
1836,121794.195
1837,85443.96
1838,119443.95
1839,118331.766
1840,87601.336
1841,119137.29
1842,117363.29
1843,134975.25
1844,127617.49
1845,124661.805
1846,127952.79
1847,121147.98
1848,83420.81
1849,125546.26
1850,121943.836
1851,118617.484
1852,119282.29
1853,121488.77
1854,129027.445
1855,132011.52
1856,130423.16
1857,129444.99
1858,136154.48
1859,124634.086
1860,135356.25
1861,124656.48
1862,141287.14
1863,141266.14
1864,141266.2
1865,154797.73
1866,144165.98
1867,145687.78
1868,133085.38
1869,136906.02
1870,143355.27
1871,143968.67
1872,129503.945
1873,130424.75
1874,127941.31
1875,131977.27
1876,131152.05
1877,134010.55
1878,135203.89
1879,122425.195
1880,127149.87
1881,157456.42
1882,132644.55
1883,132721.53
1884,133367.73
1885,132621.58
1886,130899.67
1887,131484.23
1888,143017.83
1889,129705.66
1890,130036.43
1891,130848.49
1892,121192.4
1893,117514.61
1894,86189.805
1895,121513.586
1896,118530.51
1897,118682.76
1898,116290.23
1899,124536.64
1900,117627.12
1901,125168.1
1902,121784.61
1903,122314.23
1904,123683.89
1905,127834.24
1906,121633.38
1907,131623.23
1908,126259.305
1909,127410.96
1910,126863.35
1911,129011.72
1912,130353.08
1913,130095.93
1914,116197.016
1915,130771.84
1916,119386.2
1917,136544.34
1918,124054.555
1919,130939.72
1920,135806.64
1921,142818.48
1922,145504.69
1923,126975.51
1924,134838.86
1925,130950.336
1926,147128.03
1927,124758.57
1928,129820.66
1929,122862.25
1930,127213.414
1931,136961.44
1932,127869.414
1933,143158.95
1934,129740.26
1935,128199.79
1936,129884.89
1937,125469.98
1938,126784.195
1939,131038.695
1940,129811.02
1941,129311.21
1942,126218.8
1943,128824.73
1944,139202.19
1945,137549.98
1946,125443.195
1947,133625.95
1948,134280.47
1949,131376.44
1950,131772.95
1951,131413.16
1952,131988.64
1953,128489.734
1954,129846.93
1955,127977.945
1956,157371.06
1957,128228.734
1958,140130.92
1959,128100.16
1960,121343.164
1961,130847.12
1962,120043.26
1963,122805.63
1964,119921.65
1965,126601.43
1966,125964.65
1967,146810.8
1968,138173.27
1969,140117.27
1970,145471.34
1971,155791.05
1972,150553.12
1973,137625.81
1974,141458.55
1975,142927.48
1976,140430.2
1977,141777.7
1978,143131.17
1979,144548.95
1980,132193.55
1981,147816.83
1982,132797.73
1983,132638.05
1984,129445.836
1985,135196.06
1986,135817.84
1987,128532.04
1988,127713.65
1989,126385.65
1990,127812.13
1991,131029.63
1992,129081.06
1993,126379.59
1994,127297.734
1995,129211.19
1996,131997.42
1997,136632.03
1998,148340.05
1999,134406.36
2000,138659.31
2001,141814.11
2002,136536.23
2003,144322.08
2004,145930.08
2005,130931.51
2006,134630.75
2007,137642.08
2008,130313.484
2009,132900.61
2010,130685.07
2011,88748.52
2012,130600.0
2013,131756.73
2014,129792.625
2015,130136.586
2016,135518.58
2017,131132.11
2018,124408.53
2019,126202.75
2020,121378.57
2021,120184.6
2022,129391.625
2023,128080.945
2024,128854.6
2025,136989.02
2026,129992.57
2027,129549.07
2028,131467.58
2029,127691.85
2030,129774.85
2031,131556.58
2032,133795.83
2033,130194.695
2034,128623.83
2035,132991.52
2036,129371.26
2037,129389.69
2038,142499.12
2039,128888.41
2040,141637.14
2041,132660.53
2042,128587.79
2043,127642.336
2044,129396.414
2045,129886.51
2046,127381.51
2047,127576.65
2048,131683.72
2049,130827.69
2050,126102.2
2051,119285.586
2052,126490.15
2053,119745.24
2054,117562.664
2055,126741.04
2056,120951.22
2057,121429.336
2058,129703.38
2059,121339.414
2060,128440.64
2061,126795.49
2062,123702.93
2063,118693.46
2064,133190.56
2065,122462.51
2066,130098.03
2067,121198.89
2068,126895.48
2069,122144.695
2070,118703.22
2071,122119.54
2072,161052.4
2073,124822.24
2074,129076.555
2075,124102.02
2076,129861.26
2077,121984.945
2078,121198.91
2079,130475.1
2080,119520.49
2081,118704.89
2082,86939.62
2083,126864.79
2084,121788.01
2085,119801.055
2086,123769.71
2087,124242.96
2088,121342.26
2089,118224.375
2090,120118.32
2091,85587.305
2092,125429.375
2093,117227.84
2094,86050.695
2095,138169.81
2096,115732.1
2097,84836.164
2098,140517.89
2099,119604.2
2100,86866.1
2101,124149.12
2102,119390.6
2103,120386.35
2104,122527.24
2105,86095.13
2106,122084.38
2107,121605.82
2108,121136.97
2109,121260.68
2110,120608.52
2111,117715.27
2112,117323.89
2113,119098.64
2114,117185.0
2115,119043.12
2116,121991.664
2117,134282.17
2118,117995.74
2119,115011.664
2120,121827.586
2121,119392.664
2122,121521.1
2123,115398.74
2124,123276.37
2125,129212.234
2126,133785.08
2127,96375.484
2128,116885.664
2129,122467.68
2130,120857.57
2131,123186.586
2132,121629.99
2133,121680.195
2134,123075.74
2135,129724.53
2136,84696.24
2137,119522.055
2138,125034.08
2139,128925.945
2140,122228.445
2141,127824.13
2142,119552.58
2143,128046.06
2144,122232.68
2145,122875.71
2146,132682.22
2147,131372.02
2148,132132.81
2149,141684.7
2150,129123.914
2151,118619.41
2152,87468.0
2153,121927.26
2154,86446.625
2155,121495.74
2156,133889.17
2157,132533.48
2158,127950.01
2159,130254.74
2160,130911.63
2161,144303.33
2162,161946.33
2163,145780.55
2164,140627.11
2165,125090.03
2166,131016.25
2167,131768.03
2168,133116.23
2169,132461.62
2170,135951.61
2171,128731.9
2172,130022.48
2173,126726.94
2174,132179.02
2175,138336.83
2176,137718.89
2177,133945.3
2178,134037.31
2179,126859.85
2180,138770.17
2181,130137.61
2182,142762.86
2183,135077.98
2184,120501.29
2185,129142.25
2186,128021.78
2187,129067.195
2188,127434.78
2189,134007.27
2190,85215.82
2191,85530.82
2192,85690.24
2193,86525.71
2194,85806.914
2195,120490.43
2196,120565.51
2197,117899.07
2198,119758.36
2199,126197.766
2200,123038.48
2201,124460.82
2202,117610.37
2203,129330.02
2204,118324.79
2205,116679.484
2206,122997.09
2207,137949.28
2208,129898.984
2209,127164.92
2210,126896.59
2211,117028.805
2212,119128.195
2213,84919.625
2214,121712.555
2215,122168.836
2216,123272.38
2217,126188.945
2218,114891.68
2219,116294.57
2220,116640.46
2221,132284.95
2222,130594.17
2223,139455.8
2224,140397.4
2225,127912.164
2226,128008.92
2227,130239.94
2228,141868.67
2229,136609.52
2230,127476.2
2231,137772.31
2232,127828.08
2233,133404.28
2234,130863.555
2235,127343.99
2236,132487.23
2237,145947.39
2238,141228.08
2239,88534.266
2240,126215.13
2241,142722.2
2242,127332.68
2243,123179.37
2244,121856.99
2245,121075.84
2246,119128.086
2247,86766.85
2248,121180.76
2249,121422.62
2250,128527.38
2251,116832.01
2252,130196.5
2253,126240.88
2254,125819.69
2255,127966.695
2256,127766.336
2257,130268.92
2258,125893.414
2259,125402.86
2260,129744.73
2261,128777.38
2262,128968.055
2263,140859.83
2264,153214.52
2265,143229.05
2266,133432.58
2267,140228.55
2268,140321.95
2269,127014.836
2270,130439.734
2271,135888.2
2272,129518.71
2273,130106.18
2274,129812.65
2275,145621.52
2276,132648.2
2277,128994.766
2278,131488.45
2279,124695.29
2280,118804.33
2281,130400.93
2282,130498.23
2283,120137.38
2284,120047.586
2285,122205.09
2286,123381.875
2287,140714.2
2288,144414.22
2289,148142.83
2290,152158.36
2291,138793.94
2292,146217.94
2293,148087.56
2294,144011.52
2295,155671.47
2296,140862.14
2297,142651.1
2298,144320.61
2299,147133.2
2300,144178.11
2301,140377.83
2302,145006.27
2303,133567.48
2304,145057.52
2305,135481.89
2306,135413.55
2307,129671.945
2308,135331.2
2309,133511.38
2310,132692.86
2311,130304.93
2312,133440.86
2313,127840.766
2314,129689.15
2315,129227.39
2316,126102.1
2317,127816.25
2318,129626.945
2319,128041.91
2320,129360.16
2321,134615.05
2322,127196.4
2323,128974.78
2324,128239.14
2325,132272.39
2326,126091.836
2327,128829.23
2328,127819.195
2329,128792.414
2330,129376.77
2331,147442.0
2332,142998.72
2333,140750.86
2334,135198.56
2335,132266.81
2336,147139.45
2337,134799.33
2338,144733.86
2339,131242.4
2340,153465.97
2341,130877.94
2342,131200.5
2343,137774.72
2344,134094.98
2345,143974.4
2346,134727.94
2347,133793.97
2348,135067.53
2349,133264.02
2350,146309.66
2351,134788.84
2352,137834.08
2353,140664.86
2354,88413.93
2355,88456.77
2356,133198.08
2357,133360.5
2358,129095.31
2359,121583.055
2360,122258.914
2361,135584.95
2362,131715.34
2363,126360.21
2364,130594.016
2365,132278.81
2366,131087.1
2367,129819.445
2368,129545.945
2369,131241.02
2370,127606.69
2371,127886.41
2372,135109.8
2373,131675.27
2374,153318.7
2375,129395.49
2376,132173.48
2377,136533.16
2378,125789.05
2379,132171.14
2380,126410.5
2381,131505.19
2382,130756.47
2383,129928.34
2384,130477.86
2385,128433.16
2386,122301.484
2387,122639.82
2388,126740.88
2389,124366.96
2390,124601.25
2391,138781.3
2392,121161.37
2393,126725.46
2394,126740.37
2395,131039.086
2396,119793.734
2397,127757.914
2398,129242.64
2399,85247.164
2400,85219.48
2401,121661.055
2402,120931.4
2403,138048.61
2404,125111.18
2405,130006.99
2406,122393.63
2407,121244.04
2408,135278.62
2409,122261.99
2410,127103.59
2411,121194.234
2412,122100.414
2413,122050.21
2414,122846.086
2415,127097.56
2416,124058.35
2417,120215.17
2418,120427.52
2419,122848.48
2420,123851.32
2421,120403.55
2422,123054.63
2423,85518.78
2424,122627.94
2425,154682.08
2426,130408.41
2427,85613.71
2428,122596.68
2429,119458.94
2430,121156.43
2431,122361.82
2432,120239.125
2433,122383.11
2434,121904.2
2435,123000.414
2436,120505.164
2437,120696.19
2438,121031.27
2439,129585.195
2440,129138.18
2441,115893.81
2442,116182.47
2443,122545.7
2444,131800.22
2445,116911.12
2446,120132.75
2447,137435.06
2448,121820.88
2449,124481.98
2450,126435.21
2451,123066.48
2452,129160.92
2453,120676.42
2454,124056.26
2455,121202.695
2456,120533.836
2457,118396.62
2458,117530.555
2459,117558.75
2460,126939.86
2461,119019.82
2462,118211.055
2463,121982.37
2464,123816.07
2465,129427.055
2466,129148.26
2467,125057.39
2468,116406.336
2469,115595.02
2470,135424.44
2471,122075.35
2472,134605.5
2473,124988.99
2474,117777.89
2475,128745.195
2476,118935.35
2477,121804.42
2478,131281.23
2479,125474.93
2480,129832.65
2481,119337.32
2482,131722.58
2483,120809.85
2484,127936.21
2485,120511.49
2486,122645.03
2487,133962.27
2488,119183.23
2489,128690.32
2490,122359.695
2491,123298.18
2492,130205.414
2493,130143.164
2494,131257.98
2495,121351.63
2496,130932.27
2497,122237.85
2498,123851.4
2499,119661.914
2500,121048.95
2501,118908.99
2502,119885.13
2503,118050.17
2504,130707.875
2505,131348.19
2506,144769.86
2507,145722.38
2508,144679.55
2509,142091.52
2510,137794.52
2511,131591.88
2512,134366.8
2513,133589.05
2514,132288.86
2515,136913.86
2516,130846.46
2517,125909.586
2518,121802.055
2519,134406.23
2520,131981.64
2521,131535.2
2522,129688.36
2523,127074.55
2524,124672.55
2525,131485.48
2526,136920.27
2527,121696.14
2528,126747.03
2529,131774.11
2530,136862.03
2531,132667.83
2532,135315.11
2533,132878.64
2534,130562.984
2535,132487.23
2536,133844.05
2537,130956.73
2538,133123.92
2539,133963.06
2540,128684.92
2541,130701.02
2542,127547.59
2543,124755.414
2544,128993.695
2545,129877.01
2546,132330.48
2547,129731.664
2548,129843.87
2549,130548.17
2550,156776.27
2551,131085.8
2552,124662.375
2553,85645.12
2554,85244.09
2555,117695.32
2556,122074.984
2557,128863.375
2558,85535.76
2559,121443.89
2560,119676.82
2561,118321.04
2562,118202.71
2563,117819.76
2564,119705.516
2565,125046.14
2566,119946.77
2567,128619.34
2568,129593.914
2569,128960.46
2570,126854.125
2571,133033.53
2572,129271.09
2573,132195.55
2574,136716.69
2575,134470.16
2576,85875.72
2577,86165.266
2578,113240.336
2579,117970.984
2580,85615.61
2581,136135.42
2582,118374.04
2583,131304.61
2584,127192.805
2585,136954.12
2586,133292.08
2587,128968.12
2588,122985.6
2589,130183.95
2590,130460.35
2591,129498.72
2592,128854.836
2593,134086.11
2594,130054.79
2595,128690.74
2596,138737.92
2597,131528.56
2598,128835.77
2599,147308.27
2600,149139.16
2601,128795.586
2602,119385.25
2603,120632.086
2604,86132.83
2605,120370.77
2606,135957.08
2607,128967.625
2608,135728.08
2609,130794.29
2610,86390.09
2611,127533.91
2612,128019.6
2613,121387.04
2614,122021.93
2615,124812.19
2616,122127.2
2617,142736.9
2618,128834.96
2619,129562.31
2620,127464.37
2621,126282.63
2622,128421.54
2623,132180.83
2624,141290.14
2625,134866.64
2626,125690.516
2627,127554.7
2628,138166.38
2629,141052.75
2630,138310.17
2631,140776.27
2632,138287.61
2633,132176.77
2634,140370.38
2635,131110.28
2636,129451.586
2637,131347.61
2638,133226.23
2639,129877.164
2640,128181.445
2641,131027.26
2642,131646.47
2643,125548.32
2644,126070.83
2645,119940.23
2646,119865.4
2647,120079.445
2648,126716.29
2649,121600.984
2650,121784.73
2651,126889.78
2652,143520.48
2653,145272.17
2654,145272.23
2655,153761.83
2656,139139.25
2657,133170.45
2658,135038.23
2659,138041.42
2660,142387.8
2661,148057.3
2662,144297.64
2663,139153.14
2664,133186.42
2665,145750.73
2666,134029.34
2667,127334.805
2668,129014.805
2669,129132.96
2670,137100.94
2671,129464.2
2672,128846.086
2673,126422.016
2674,126117.59
2675,128523.26
2676,128877.86
2677,126909.6
2678,134168.08
2679,145557.27
2680,141320.47
2681,140059.17
2682,139759.7
2683,148819.3
2684,140711.12
2685,136981.7
2686,141102.56
2687,146084.27
2688,131894.72
2689,134115.88
2690,142802.6
2691,135019.73
2692,88741.805
2693,135817.42
2694,88383.6
2695,130186.73
2696,129894.62
2697,137428.39
2698,129648.055
2699,131190.95
2700,129161.26
2701,128070.414
2702,132478.75
2703,129275.51
2704,129920.6
2705,120066.48
2706,121443.39
2707,126589.75
2708,120059.57
2709,84822.87
2710,119853.195
2711,132550.62
2712,145866.5
2713,133079.1
2714,129131.734
2715,127375.85
2716,129208.18
2717,129429.07
2718,132869.5
2719,129707.086
2720,128249.734
2721,128611.37
2722,130340.055
2723,129808.87
2724,122656.76
2725,119383.61
2726,131232.2
2727,122798.47
2728,124949.484
2729,128103.1
2730,120978.914
2731,118250.89
2732,119612.93
2733,126716.18
2734,119473.766
2735,120351.13
2736,119470.27
2737,119268.914
2738,126557.46
2739,124892.74
2740,126453.46
2741,122233.4
2742,126346.445
2743,122553.695
2744,123797.35
2745,121491.45
2746,121113.62
2747,124119.805
2748,133999.17
2749,121468.85
2750,120879.2
2751,120806.73
2752,138449.64
2753,143056.64
2754,146757.98
2755,132122.34
2756,122683.74
2757,131741.58
2758,118498.24
2759,127769.89
2760,131107.64
2761,122052.58
2762,121140.88
2763,126794.69
2764,127660.62
2765,126222.88
2766,130554.25
2767,122757.09
2768,86147.086
2769,120862.11
2770,128880.85
2771,122154.664
2772,86613.12
2773,130756.9
2774,118515.625
2775,115940.695
2776,123731.41
2777,129587.63
2778,116767.22
2779,128910.97
2780,119115.8
2781,116612.54
2782,127680.04
2783,116039.76
2784,129836.836
2785,125045.29
2786,115850.41
2787,122511.48
2788,117455.13
2789,124563.43
2790,84388.98
2791,132125.47
2792,84368.44
2793,119077.68
2794,118159.09
2795,116520.71
2796,116322.586
2797,131053.16
2798,121639.46
2799,123842.82
2800,84326.17
2801,119518.07
2802,120563.04
2803,131814.89
2804,123587.086
2805,117699.15
2806,116119.43
2807,121942.14
2808,128401.35
2809,122809.445
2810,121274.21
2811,127494.66
2812,131923.23
2813,130229.76
2814,132326.7
2815,118472.805
2816,128037.73
2817,131688.47
2818,131371.48
2819,126762.695
2820,128043.64
2821,117846.43
2822,138336.02
2823,140739.5
2824,129911.46
2825,131603.0
2826,121282.445
2827,121020.08
2828,131391.94
2829,145016.48
2830,144875.22
2831,135816.75
2832,131568.45
2833,140991.98
2834,136813.95
2835,134468.14
2836,135721.3
2837,129717.85
2838,129095.18
2839,130110.164
2840,132351.98
2841,131798.7
2842,134607.47
2843,123154.56
2844,134771.48
2845,121370.66
2846,133374.83
2847,132065.86
2848,126850.23
2849,132042.16
2850,136941.39
2851,128249.24
2852,133968.89
2853,135623.33
2854,127623.39
2855,132638.53
2856,134166.94
2857,133881.88
2858,131343.05
2859,128469.38
2860,86575.555
2861,123951.445
2862,135425.23
2863,88528.48
2864,131756.67
2865,130967.836
2866,125813.37
2867,118924.07
2868,127356.6
2869,118704.93
2870,131741.11
2871,84212.03
2872,116253.234
2873,119163.484
2874,118105.414
2875,124589.0
2876,120824.03
2877,117017.02
2878,118624.945
2879,118906.23
2880,117928.445
2881,120005.54
2882,124335.36
2883,126065.06
2884,130850.305
2885,122494.73
2886,123274.51
2887,117301.43
2888,126707.15
2889,84441.65
2890,117934.27
2891,124074.945
2892,84747.09
2893,85280.66
2894,84484.664
2895,131118.89
2896,132139.16
2897,132393.56
2898,132548.05
2899,130539.64
2900,131532.17
2901,127205.2
2902,128203.4
2903,140003.33
2904,138864.3
2905,119767.26
2906,140849.4
2907,122920.945
2908,121859.7
2909,141782.62
2910,85547.04
2911,119367.76
2912,123734.28
2913,120083.78
2914,85627.945
2915,85499.17
2916,120237.836
2917,133365.58
2918,87839.05
2919,136433.22
